,exp,run,snapshot,pixel_similarity,structural_similarity,mean_squared_error,class
146,baseline_exp_appearance_1,e,6,0.9211102973090278,0.9472777128047684,468.0891650390625,buggy
147,baseline_exp_appearance_1,e,7,0.9286428493923612,0.9503698531538224,455.70116319444446,buggy
148,baseline_exp_appearance_1,e,8,0.9116080729166668,0.9386329475122857,529.8230300564236,buggy
149,baseline_exp_appearance_1,e,9,0.8170027669270833,0.9345904145334476,475.2727783203125,buggy
150,baseline_exp_appearance_1,f,0,1.0,1.0,0.0,buggy
151,baseline_exp_appearance_1,f,1,0.9764095052083334,0.9913305530696432,68.64228488498264,buggy
152,baseline_exp_appearance_1,f,2,0.9522748480902776,0.9672575559561952,275.72891520182293,buggy
153,baseline_exp_appearance_1,f,3,0.9492352973090278,0.9641617292238012,363.1351044379341,buggy
154,baseline_exp_appearance_1,f,4,0.9419745551215276,0.959034794641088,428.4185633680556,buggy
155,baseline_exp_appearance_1,f,5,0.9395686848958332,0.9569617092663354,468.2550244140625,buggy
156,baseline_exp_appearance_1,f,6,0.9328982204861112,0.9515742507901884,480.5911233181424,buggy
157,baseline_exp_appearance_1,f,7,0.9426321072048612,0.957573373297226,417.1524471028646,buggy
158,baseline_exp_appearance_1,f,8,0.9326763237847222,0.9501401048363316,537.8728751627605,buggy
159,baseline_exp_appearance_1,f,9,0.8127145724826389,0.9293434777935828,577.0091528320313,buggy
160,baseline_exp_appearance_1,g,0,1.0,1.0,0.0,buggy
161,baseline_exp_appearance_1,g,1,0.97775634765625,0.99248658530552,55.47994981553819,buggy
162,baseline_exp_appearance_1,g,2,0.9678087022569444,0.9847423906829168,178.09102566189236,buggy
163,baseline_exp_appearance_1,g,3,0.9655669487847224,0.981259608986244,248.35746609157985,buggy
164,baseline_exp_appearance_1,g,4,0.9644056532118056,0.9801702291625776,192.86718451605904,buggy
165,baseline_exp_appearance_1,g,5,0.9417730034722224,0.9587099290484532,411.29570638020834,buggy
166,baseline_exp_appearance_1,g,6,0.9352460394965276,0.9537492157286176,403.8221842447917,buggy
167,baseline_exp_appearance_1,g,7,0.9601852756076388,0.9749243577178236,186.7365193684896,buggy
168,baseline_exp_appearance_1,g,8,0.957529296875,0.9716443764604736,191.7880832248264,buggy
169,baseline_exp_appearance_1,g,9,0.8699953884548611,0.9645497708951992,147.11925320095486,buggy
170,baseline_exp_appearance_1,h,0,1.0,1.0,0.0,buggy
171,baseline_exp_appearance_1,h,1,0.9750295681423612,0.9907776483174564,82.25939208984374,buggy
172,baseline_exp_appearance_1,h,2,0.9624471028645832,0.9801962184677476,185.79904622395836,buggy
173,baseline_exp_appearance_1,h,3,0.9441832139756944,0.9603860052829016,394.30982259114586,buggy
174,baseline_exp_appearance_1,h,4,0.9684361436631944,0.9834261734949716,112.16100287543402,buggy
175,baseline_exp_appearance_1,h,5,0.94134765625,0.958638278672458,391.7880034722222,buggy
176,baseline_exp_appearance_1,h,6,0.9546389431423612,0.9719382013044598,306.16719536675345,buggy
177,baseline_exp_appearance_1,h,7,0.9394140625,0.9561100455378356,383.4517108832465,buggy
178,baseline_exp_appearance_1,h,8,0.9351736111111112,0.952360987806417,405.6942740885417,buggy
179,baseline_exp_appearance_1,h,9,0.8901540798611111,0.9392270988654464,445.70907606336806,buggy
180,baseline_exp_appearance_1,i,0,1.0,1.0,0.0,buggy
181,baseline_exp_appearance_1,i,1,0.95177734375,0.9699189745398984,241.7761759440104,buggy
182,baseline_exp_appearance_1,i,2,0.9393950737847222,0.959401552092326,372.4452322048611,buggy
183,baseline_exp_appearance_1,i,3,0.9347591145833334,0.9551635868465518,412.75548773871526,buggy
184,baseline_exp_appearance_1,i,4,0.9303388129340278,0.9537353776264006,373.39172336154513,buggy
185,baseline_exp_appearance_1,i,5,0.9388221571180556,0.9585725887030908,378.7752039930556,buggy
186,baseline_exp_appearance_1,i,6,0.9234117296006944,0.9468552457021424,520.3705324978299,buggy
187,baseline_exp_appearance_1,i,7,0.9281776258680556,0.947866895951125,530.2039282226563,buggy
188,baseline_exp_appearance_1,i,8,0.9257918294270834,0.9464188904424208,537.7353179253472,buggy
189,baseline_exp_appearance_1,i,9,0.8383574761284722,0.959911161800339,190.2229842122396,buggy
190,baseline_exp_appearance_1,j,0,1.0,1.0,0.0,buggy
191,baseline_exp_appearance_1,j,1,0.9397718641493056,0.9647429464183594,247.91982883029516,buggy
192,baseline_exp_appearance_1,j,2,0.9290275065104168,0.957626365234495,261.5807142469618,buggy
193,baseline_exp_appearance_1,j,3,0.9321698676215278,0.9565497982219172,337.57096516927083,buggy
194,baseline_exp_appearance_1,j,4,0.9303350151909722,0.955418001274458,317.85590874565975,buggy
195,baseline_exp_appearance_1,j,5,0.9302479383680556,0.9556000995203744,320.43825276692706,buggy
196,baseline_exp_appearance_1,j,6,0.9278350151909722,0.9538666957365058,303.46055094401044,buggy
197,baseline_exp_appearance_1,j,7,0.9228656684027776,0.9474720675710502,420.72476264105904,buggy
198,baseline_exp_appearance_1,j,8,0.9159554036458334,0.9410588541476744,513.6970914713542,buggy
199,baseline_exp_appearance_1,j,9,0.8500173611111111,0.9345570294735022,473.939154188368,buggy
200,baseline_exp_appearance_2,a,0,1.0,1.0,0.0,buggy
201,baseline_exp_appearance_2,a,1,0.9651689995659722,0.9850625887734352,169.6903523763021,buggy
202,baseline_exp_appearance_2,a,2,0.9619737413194444,0.9815138046489204,187.426696234809,buggy
203,baseline_exp_appearance_2,a,3,0.9375287543402778,0.95689680636403,471.49121120876737,buggy
204,baseline_exp_appearance_2,a,4,0.9354812282986112,0.9557269623420508,473.5444767252605,buggy
205,baseline_exp_appearance_2,a,5,0.9341552734375,0.9547445309602408,540.3558032226563,buggy
206,baseline_exp_appearance_2,a,6,0.9247092013888888,0.9473115943312116,543.4588644748264,buggy
207,baseline_exp_appearance_2,a,7,0.9292450629340278,0.9479930401702752,587.9909152560764,buggy
208,baseline_exp_appearance_2,a,8,0.92751220703125,0.949128584367419,564.3724989149306,buggy
209,baseline_exp_appearance_2,a,9,0.8215500217013889,0.9349503111204772,525.1202183702256,buggy
210,baseline_exp_appearance_2,b,0,1.0,1.0,0.0,buggy
211,baseline_exp_appearance_2,b,1,0.9852056206597222,0.9891736338392432,191.8712537977431,buggy
212,baseline_exp_appearance_2,b,2,0.9533734809027776,0.9685714395694692,332.0745035807292,buggy
213,baseline_exp_appearance_2,b,3,0.9446405707465276,0.9605076949686522,502.9521096462674,buggy
214,baseline_exp_appearance_2,b,4,0.9600754123263888,0.9635456605086536,445.4054421657986,buggy
215,baseline_exp_appearance_2,b,5,0.9581778971354168,0.9628022525034308,487.40566080729167,buggy
216,baseline_exp_appearance_2,b,6,0.9553987630208334,0.9615775256212176,459.8720871310764,buggy
217,baseline_exp_appearance_2,b,7,0.9467713758680556,0.9603713128065204,398.8245681423611,buggy
218,baseline_exp_appearance_2,b,8,0.9328266059027778,0.9496362416380474,477.3200659179688,buggy
219,baseline_exp_appearance_2,b,9,0.8089154730902778,0.9319072745075204,554.2885856119792,buggy
220,baseline_exp_appearance_2,c,0,1.0,1.0,0.0,buggy
221,baseline_exp_appearance_2,c,1,0.9907139756944444,0.9937653179539458,144.58041124131944,buggy
222,baseline_exp_appearance_2,c,2,0.9658824327256944,0.969794167901538,409.73557427300346,buggy
223,baseline_exp_appearance_2,c,3,0.9622770182291668,0.966258759427962,455.6077010091146,buggy
224,baseline_exp_appearance_2,c,4,0.9647176106770832,0.96798740653009,377.7769707573785,buggy
225,baseline_exp_appearance_2,c,5,0.96756591796875,0.9707602882462985,371.4391216362847,buggy
226,baseline_exp_appearance_2,c,6,0.9541216362847222,0.9609061058017364,522.6815123155382,buggy
227,baseline_exp_appearance_2,c,7,0.9635294596354168,0.9666341905046346,435.3547650824653,buggy
228,baseline_exp_appearance_2,c,8,0.9583018663194444,0.9634651940160076,397.79205132378473,buggy
229,baseline_exp_appearance_2,c,9,0.8765272352430555,0.9595365592417292,255.65376980251736,buggy
230,baseline_exp_appearance_2,d,0,1.0,1.0,0.0,buggy
231,baseline_exp_appearance_2,d,1,0.9568532986111112,0.982545200349532,126.3862131076389,buggy
232,baseline_exp_appearance_2,d,2,0.9410633680555556,0.97003780750797,253.47552924262152,buggy
233,baseline_exp_appearance_2,d,3,0.9259890407986112,0.9515447333249294,491.8978664822049,buggy
234,baseline_exp_appearance_2,d,4,0.9258327907986112,0.9516505702603248,421.2118128797743,buggy
235,baseline_exp_appearance_2,d,5,0.9279144965277778,0.9538328566574086,418.0304294162327,buggy
236,baseline_exp_appearance_2,d,6,0.9133306206597224,0.942182512239764,621.7694439019098,buggy
237,baseline_exp_appearance_2,d,7,0.9178081597222222,0.9422011956416376,556.3025442165799,buggy
238,baseline_exp_appearance_2,d,8,0.9104020182291668,0.9377980354966552,510.2598608398437,buggy
239,baseline_exp_appearance_2,d,9,0.8197764756944445,0.931542672926558,542.678362358941,buggy
240,baseline_exp_appearance_2,e,0,1.0,1.0,0.0,buggy
241,baseline_exp_appearance_2,e,1,0.9660918511284722,0.9857085975140686,161.32457546657986,buggy
242,baseline_exp_appearance_2,e,2,0.9577398003472222,0.9788422861570036,216.2880360243056,buggy
243,baseline_exp_appearance_2,e,3,0.9439827473958332,0.9628335282981836,412.3302715386285,buggy
244,baseline_exp_appearance_2,e,4,0.9366007486979168,0.956845014156876,399.7315825737848,buggy
245,baseline_exp_appearance_2,e,5,0.9374823676215278,0.9580181046640276,483.8499761284722,buggy
246,baseline_exp_appearance_2,e,6,0.9259952799479166,0.948690867884778,591.8575689019098,buggy
247,baseline_exp_appearance_2,e,7,0.9310772026909724,0.9498398181548484,565.2093101671007,buggy
248,baseline_exp_appearance_2,e,8,0.9251117621527778,0.9454742638957268,608.4896213107639,buggy
249,baseline_exp_appearance_2,e,9,0.8174031575520834,0.9369154053468832,520.6682864040798,buggy
250,baseline_exp_appearance_2,f,0,1.0,1.0,0.0,buggy
251,baseline_exp_appearance_2,f,1,0.9609046766493056,0.983996599630238,153.66305908203125,buggy
252,baseline_exp_appearance_2,f,2,0.9517689344618055,0.976570078244101,239.4925504557292,buggy
253,baseline_exp_appearance_2,f,3,0.933173828125,0.9560249715431426,427.5765795898437,buggy
254,baseline_exp_appearance_2,f,4,0.929091796875,0.95301667085342,392.5893079969618,buggy
255,baseline_exp_appearance_2,f,5,0.9289339192708334,0.9524099992473102,477.9372357855903,buggy
256,baseline_exp_appearance_2,f,6,0.9183718532986112,0.9420177118214332,596.6289027235243,buggy
257,baseline_exp_appearance_2,f,7,0.9246736653645832,0.9471318221868256,475.0165242513021,buggy
258,baseline_exp_appearance_2,f,8,0.9118465169270832,0.9373973038010732,600.8977604166666,buggy
259,baseline_exp_appearance_2,f,9,0.8201261393229167,0.9404752032698542,413.3613826497396,buggy
260,baseline_exp_appearance_2,g,0,1.0,1.0,0.0,buggy
261,baseline_exp_appearance_2,g,1,0.9552861870659722,0.9815964531610256,156.7188037109375,buggy
262,baseline_exp_appearance_2,g,2,0.94724853515625,0.9741137770783104,280.7926543511285,buggy
263,baseline_exp_appearance_2,g,3,0.9380604383680556,0.9670310503923696,306.9137727864583,buggy
264,baseline_exp_appearance_2,g,4,0.9507381184895832,0.9755756498292434,166.0491286892361,buggy
265,baseline_exp_appearance_2,g,5,0.9384231228298612,0.9617762026023258,305.75247748480905,buggy
266,baseline_exp_appearance_2,g,6,0.9181098090277776,0.946368906859106,539.6263940429687,buggy
267,baseline_exp_appearance_2,g,7,0.9304988606770832,0.9532949489093692,377.3567350260417,buggy
268,baseline_exp_appearance_2,g,8,0.9164591471354168,0.9420777234463324,519.0435001627604,buggy
269,baseline_exp_appearance_2,g,9,0.8153946940104166,0.938674319249966,475.77931206597225,buggy
270,baseline_exp_appearance_2,h,0,1.0,1.0,0.0,buggy
271,baseline_exp_appearance_2,h,1,0.9548719618055556,0.9813219606299244,159.64591742621528,buggy
272,baseline_exp_appearance_2,h,2,0.9463094075520834,0.9741565180946576,219.29858479817707,buggy
273,baseline_exp_appearance_2,h,3,0.9271367730034722,0.9538082804180724,431.9929397243924,buggy
274,baseline_exp_appearance_2,h,4,0.926240234375,0.9526688056421784,396.670090874566,buggy
275,baseline_exp_appearance_2,h,5,0.9274848090277776,0.9534125486367484,479.2403738064236,buggy
276,baseline_exp_appearance_2,h,6,0.9127568901909722,0.9423731674131,565.1869856770834,buggy
277,baseline_exp_appearance_2,h,7,0.9197968207465278,0.9442473346449006,588.9744976128472,buggy
278,baseline_exp_appearance_2,h,8,0.9177536349826388,0.943385478023999,485.8977099609375,buggy
279,baseline_exp_appearance_2,h,9,0.8711838107638888,0.9396017851202344,418.3341634114584,buggy
280,baseline_exp_appearance_2,i,0,1.0,1.0,0.0,buggy
281,baseline_exp_appearance_2,i,1,0.9672916666666668,0.9867724812825648,150.57515082465278,buggy
282,baseline_exp_appearance_2,i,2,0.9588644748263888,0.9796111142100318,201.6816908094618,buggy
283,baseline_exp_appearance_2,i,3,0.9338278537326388,0.9571665387617871,405.3626527235243,buggy
284,baseline_exp_appearance_2,i,4,0.9295201280381944,0.954048361401818,407.5328919813368,buggy
285,baseline_exp_appearance_2,i,5,0.9382782660590278,0.9593403260642898,426.640009765625,buggy
286,baseline_exp_appearance_2,i,6,0.9228578016493056,0.9464147673784996,581.5384920247396,buggy
287,baseline_exp_appearance_2,i,7,0.9250664605034722,0.9466462804778456,504.0388330078125,buggy
288,baseline_exp_appearance_2,i,8,0.9307546657986112,0.949466337702568,480.083111436632,buggy
289,baseline_exp_appearance_2,i,9,0.8370486111111111,0.957212575471379,265.6707864040799,buggy
290,baseline_exp_appearance_2,j,0,1.0,1.0,0.0,buggy
291,baseline_exp_appearance_2,j,1,0.9393174913194444,0.9643896642245972,310.11064887152776,buggy
292,baseline_exp_appearance_2,j,2,0.9464230685763888,0.9742058276632004,273.04476236979167,buggy
293,baseline_exp_appearance_2,j,3,0.9270836046006944,0.952966451155918,483.2957177734375,buggy
294,baseline_exp_appearance_2,j,4,0.92589599609375,0.9525074509036774,436.6954060872396,buggy
295,baseline_exp_appearance_2,j,5,0.9234101019965276,0.950304302090976,437.7947968207465,buggy
296,baseline_exp_appearance_2,j,6,0.9103455946180556,0.9407026747424984,570.9528922526042,buggy
297,baseline_exp_appearance_2,j,7,0.9279893663194444,0.9512793079414856,410.4626676432292,buggy
298,baseline_exp_appearance_2,j,8,0.9126833767361112,0.939496298488781,531.2008664279514,buggy
299,baseline_exp_appearance_2,j,9,0.9032584635416666,0.940787650356647,460.5639803059896,buggy
300,baseline_exp_appearance_3,a,0,1.0,1.0,0.0,buggy
301,baseline_exp_appearance_3,a,1,0.9416845703125,0.979160730844942,89.46072591145834,buggy
302,baseline_exp_appearance_3,a,2,0.9247935655381944,0.9562838473549066,269.45218288845484,buggy
303,baseline_exp_appearance_3,a,3,0.9166902669270832,0.9491370760498076,406.1965779622396,buggy
304,baseline_exp_appearance_3,a,4,0.9151353624131944,0.948015133597504,380.5813509114584,buggy
