,exp,run,snapshot,pixel_similarity,structural_similarity,mean_squared_error,class
653,baseline_exp_appearance_6,f,3,0.9332025824652778,0.9550836836944684,472.0578795030382,buggy
654,baseline_exp_appearance_6,f,4,0.9317024739583334,0.9553547281556732,352.86865695529514,buggy
655,baseline_exp_appearance_6,f,5,0.9324812825520832,0.955380780336271,437.0928002929688,buggy
656,baseline_exp_appearance_6,f,6,0.9193546549479168,0.9437462639373704,591.3676955837674,buggy
657,baseline_exp_appearance_6,f,7,0.9257101779513888,0.9473401444583543,471.3354296875,buggy
658,baseline_exp_appearance_6,f,8,0.9292146809895834,0.9498501702990588,387.5473223198785,buggy
659,baseline_exp_appearance_6,f,9,0.8429353841145834,0.9606032736540028,181.8665568033854,buggy
660,baseline_exp_appearance_6,g,0,1.0,1.0,0.0,buggy
661,baseline_exp_appearance_6,g,1,0.9587158203125,0.9832254814578708,70.8275328233507,buggy
662,baseline_exp_appearance_6,g,2,0.9454402669270834,0.9730119315265822,180.53933485243056,buggy
663,baseline_exp_appearance_6,g,3,0.9261341688368055,0.9525069221794694,461.981106499566,buggy
664,baseline_exp_appearance_6,g,4,0.9245152452256944,0.9518344603220644,359.47967529296875,buggy
665,baseline_exp_appearance_6,g,5,0.9257066514756944,0.9519640463787,447.79119656032987,buggy
666,baseline_exp_appearance_6,g,6,0.9128369140625,0.9416308983065308,524.8831727430555,buggy
667,baseline_exp_appearance_6,g,7,0.9199696180555555,0.9450684353332368,441.1650637478298,buggy
668,baseline_exp_appearance_6,g,8,0.9233751085069444,0.9480197830857956,388.3707980685764,buggy
669,baseline_exp_appearance_6,g,9,0.8165158420138889,0.9381928451678032,373.0974221462674,buggy
670,baseline_exp_appearance_6,h,0,1.0,1.0,0.0,buggy
671,baseline_exp_appearance_6,h,1,0.9568861219618056,0.9716889941896172,257.8503168402778,buggy
672,baseline_exp_appearance_6,h,2,0.9411046006944443,0.9583022212386444,472.84425048828126,buggy
673,baseline_exp_appearance_6,h,3,0.9429258897569444,0.9591947420070306,424.51138644748266,buggy
674,baseline_exp_appearance_6,h,4,0.9461659071180556,0.9617033205431098,348.1646408420139,buggy
675,baseline_exp_appearance_6,h,5,0.9547306315104168,0.967953680793969,251.03016221788195,buggy
676,baseline_exp_appearance_6,h,6,0.9455815972222222,0.9598444196152556,383.5608498806424,buggy
677,baseline_exp_appearance_6,h,7,0.9593128797743056,0.9694851038647694,214.0036656358507,buggy
678,baseline_exp_appearance_6,h,8,0.9491916232638888,0.9621749693699408,328.37293348524304,buggy
679,baseline_exp_appearance_6,h,9,0.8198250325520834,0.9357216809539026,421.1507896592882,buggy
680,baseline_exp_appearance_6,i,0,1.0,1.0,0.0,buggy
681,baseline_exp_appearance_6,i,1,0.9705324978298612,0.9879169043046544,47.79462456597222,buggy
682,baseline_exp_appearance_6,i,2,0.9396131727430556,0.9595877299453692,357.5857191297743,buggy
683,baseline_exp_appearance_6,i,3,0.9426882595486112,0.9614727340872892,393.14137505425344,buggy
684,baseline_exp_appearance_6,i,4,0.9530631510416666,0.967594266534546,207.4017165798611,buggy
685,baseline_exp_appearance_6,i,5,0.9597835286458334,0.9774286752498754,221.95447455512152,buggy
686,baseline_exp_appearance_6,i,6,0.9331995985243056,0.954133026812176,404.7077514648437,buggy
687,baseline_exp_appearance_6,i,7,0.9482188585069444,0.962194575698406,264.54847819010416,buggy
688,baseline_exp_appearance_6,i,8,0.9239225260416668,0.9447584245703694,486.6652205403646,buggy
689,baseline_exp_appearance_6,i,9,0.8502322048611111,0.934245328869632,465.6014640299479,buggy
690,baseline_exp_appearance_6,j,0,1.0,1.0,0.0,buggy
691,baseline_exp_appearance_6,j,1,0.9731751844618056,0.975433745309939,248.91214518229165,buggy
692,baseline_exp_appearance_6,j,2,0.9658018663194444,0.9691924667502112,335.83168646918404,buggy
693,baseline_exp_appearance_6,j,3,0.9658710394965278,0.9683627630457884,376.698883734809,buggy
694,baseline_exp_appearance_6,j,4,0.9538308376736112,0.9595174044248213,453.02183919270834,buggy
695,baseline_exp_appearance_6,j,5,0.9792119683159722,0.9782407524504336,185.8073383246528,buggy
696,baseline_exp_appearance_6,j,6,0.9636382378472222,0.9661375244579966,358.6933772786458,buggy
697,baseline_exp_appearance_6,j,7,0.9575580512152778,0.9608436307282584,440.850905219184,buggy
698,baseline_exp_appearance_6,j,8,0.9376017252604166,0.9532070288451504,425.8319596354167,buggy
699,baseline_exp_appearance_6,j,9,0.8141506618923611,0.935334019994245,496.5106841362848,buggy
700,baseline_exp_layout_1,a,0,1.0,1.0,0.0,buggy
701,baseline_exp_layout_1,a,1,0.9195399305555556,0.946277244444758,767.2155832248263,buggy
702,baseline_exp_layout_1,a,2,0.8892466905381945,0.9184219772543432,1075.3089748806424,buggy
703,baseline_exp_layout_1,a,3,0.8919710286458333,0.9202794736355012,1059.668534342448,buggy
704,baseline_exp_layout_1,a,4,0.8854570855034722,0.9134677819656134,1123.04021484375,buggy
705,baseline_exp_layout_1,a,5,0.8841883680555556,0.9139559997894032,1131.4287611219618,buggy
706,baseline_exp_layout_1,a,6,0.87633544921875,0.9071166099212148,1190.5734578450522,buggy
707,baseline_exp_layout_1,a,7,0.87618896484375,0.9051809689802552,1258.0156268988717,buggy
708,baseline_exp_layout_1,a,8,0.8738587782118056,0.905134363674876,1249.4734033203124,buggy
709,baseline_exp_layout_1,a,9,0.7398090277777778,0.8871871636529609,1142.5241569010416,buggy
710,baseline_exp_layout_1,b,0,1.0,1.0,0.0,buggy
711,baseline_exp_layout_1,b,1,0.8752335611979166,0.9187308213288362,1011.8118842230904,buggy
712,baseline_exp_layout_1,b,2,0.86526123046875,0.9099290045694968,1097.4885636393228,buggy
713,baseline_exp_layout_1,b,3,0.8616563585069444,0.906929405444828,1154.0006833224827,buggy
714,baseline_exp_layout_1,b,4,0.8588932291666667,0.905198449442006,1146.958390028212,buggy
715,baseline_exp_layout_1,b,5,0.8586227756076389,0.905689746032467,1111.972305501302,buggy
716,baseline_exp_layout_1,b,6,0.8558100043402778,0.9020967905567524,1156.3972705078124,buggy
717,baseline_exp_layout_1,b,7,0.8568047417534722,0.9013089884439568,1225.610608452691,buggy
718,baseline_exp_layout_1,b,8,0.8521237521701389,0.8991958724880056,1157.9225615776909,buggy
719,baseline_exp_layout_1,b,9,0.7356841362847222,0.8852633893621636,1205.1787396918403,buggy
720,baseline_exp_layout_1,c,0,1.0,1.0,0.0,buggy
721,baseline_exp_layout_1,c,1,0.9008878580729168,0.9406254679052156,778.9421432834201,buggy
722,baseline_exp_layout_1,c,2,0.8709049479166666,0.9128988865884404,1121.742507595486,buggy
723,baseline_exp_layout_1,c,3,0.8668172200520833,0.9089067864733712,1169.9241159396702,buggy
724,baseline_exp_layout_1,c,4,0.8650729709201389,0.9077881089017256,1174.8674753146702,buggy
725,baseline_exp_layout_1,c,5,0.8630289713541667,0.9068586781679936,1220.8783447265623,buggy
726,baseline_exp_layout_1,c,6,0.8554196506076389,0.8998755912940428,1240.958177897135,buggy
727,baseline_exp_layout_1,c,7,0.8642529296875,0.9028078925611782,1195.263156467014,buggy
728,baseline_exp_layout_1,c,8,0.8578507486979167,0.8993800944704972,1226.175126953125,buggy
729,baseline_exp_layout_1,c,9,0.7413199869791667,0.8786961653256076,1292.192817111545,buggy
730,baseline_exp_layout_1,d,0,1.0,1.0,0.0,buggy
731,baseline_exp_layout_1,d,1,0.9037155490451388,0.9429027796578656,770.1624709743924,buggy
732,baseline_exp_layout_1,d,2,0.8723988172743056,0.9144142696630412,1032.4681480577258,buggy
733,baseline_exp_layout_1,d,3,0.8686119249131945,0.9095864785741744,1171.0230449761284,buggy
734,baseline_exp_layout_1,d,4,0.8698857964409722,0.9120431950022146,1065.8418896484377,buggy
735,baseline_exp_layout_1,d,5,0.8742043728298611,0.916423168011702,1051.503136935764,buggy
736,baseline_exp_layout_1,d,6,0.8629288736979167,0.9070769381954872,1124.0478626844615,buggy
737,baseline_exp_layout_1,d,7,0.8731486002604166,0.9129434675699272,1061.8515869140624,buggy
738,baseline_exp_layout_1,d,8,0.8615272352430555,0.9030875148230372,1187.027237684462,buggy
739,baseline_exp_layout_1,d,9,0.73861083984375,0.886275401827202,1174.459578450521,buggy
740,baseline_exp_layout_1,e,0,1.0,1.0,0.0,buggy
741,baseline_exp_layout_1,e,1,0.9037155490451388,0.9429027796578656,770.1624709743924,buggy
742,baseline_exp_layout_1,e,2,0.8724503580729167,0.9147687663903932,1005.6008439127604,buggy
743,baseline_exp_layout_1,e,3,0.8687980143229167,0.910134435542844,1161.7899424913194,buggy
744,baseline_exp_layout_1,e,4,0.8651679144965277,0.9067314540394432,1127.2207207573786,buggy
745,baseline_exp_layout_1,e,5,0.8755292426215278,0.9146802193928522,1007.2365017361112,buggy
746,baseline_exp_layout_1,e,6,0.8582297092013889,0.90080600940657,1200.3984459092885,buggy
747,baseline_exp_layout_1,e,7,0.8642572699652777,0.9062261146347842,1086.2152205403645,buggy
748,baseline_exp_layout_1,e,8,0.8692705620659722,0.9076875954657526,1060.9829440646702,buggy
749,baseline_exp_layout_1,e,9,0.743857421875,0.8876558428878352,1139.0247873263888,buggy
750,baseline_exp_layout_1,f,0,1.0,1.0,0.0,buggy
751,baseline_exp_layout_1,f,1,0.8929622395833333,0.9218202006779946,1063.3160272894966,buggy
752,baseline_exp_layout_1,f,2,0.8932956271701389,0.9215077615596292,957.9805661349826,buggy
753,baseline_exp_layout_1,f,3,0.8863650173611111,0.9152193146123232,1123.7666132269965,buggy
754,baseline_exp_layout_1,f,4,0.8852102322048611,0.9143182002883116,1119.0098448350695,buggy
755,baseline_exp_layout_1,f,5,0.8832492404513889,0.9145849234046814,1155.8416455078125,buggy
756,baseline_exp_layout_1,f,6,0.8735517035590278,0.9065391950828248,1257.5136683485243,buggy
757,baseline_exp_layout_1,f,7,0.8775526258680556,0.9070290027941148,1247.71302734375,buggy
758,baseline_exp_layout_1,f,8,0.87400390625,0.9055030651896264,1254.5914832899305,buggy
759,baseline_exp_layout_1,f,9,0.7453689236111111,0.8855171822514608,1179.922860514323,buggy
760,baseline_exp_layout_1,g,0,1.0,1.0,0.0,buggy
761,baseline_exp_layout_1,g,1,0.9037155490451388,0.9429027796578656,770.1624709743924,buggy
762,baseline_exp_layout_1,g,2,0.8731008572048611,0.9160364349262484,999.446217719184,buggy
763,baseline_exp_layout_1,g,3,0.8700613064236111,0.9119428929181138,1052.3933455403646,buggy
764,baseline_exp_layout_1,g,4,0.8677449544270833,0.9096719677852017,1128.5057004123264,buggy
765,baseline_exp_layout_1,g,5,0.8687917751736111,0.9120849713096144,1075.2114154730905,buggy
766,baseline_exp_layout_1,g,6,0.8598293728298612,0.9039856905492342,1207.9800499131943,buggy
767,baseline_exp_layout_1,g,7,0.8653331163194444,0.90667224304171,1154.4134513346355,buggy
768,baseline_exp_layout_1,g,8,0.8597178819444444,0.9017484328410708,1124.5501619466145,buggy
769,baseline_exp_layout_1,g,9,0.7917588975694444,0.8872498175501402,1144.6960180664062,buggy
770,baseline_exp_layout_1,h,0,1.0,1.0,0.0,buggy
771,baseline_exp_layout_1,h,1,0.9033154296875,0.9421574198159453,723.7879730902778,buggy
772,baseline_exp_layout_1,h,2,0.8721172417534723,0.9144716486145792,1053.165808376736,buggy
773,baseline_exp_layout_1,h,3,0.8687801106770834,0.9096778862487316,1165.0147409396702,buggy
774,baseline_exp_layout_1,h,4,0.8690896267361111,0.912254985969179,1040.636145019531,buggy
775,baseline_exp_layout_1,h,5,0.8757419162326389,0.9170722590417444,983.5777484809028,buggy
776,baseline_exp_layout_1,h,6,0.8582785373263889,0.9031748555075778,1201.5999883355034,buggy
777,baseline_exp_layout_1,h,7,0.8626068793402778,0.9043059828525822,1177.4521321614584,buggy
778,baseline_exp_layout_1,h,8,0.8574210611979166,0.9001312625900063,1266.6124462890623,buggy
779,baseline_exp_layout_1,h,9,0.7476188151041666,0.8915445124652471,1093.8459944661458,buggy
780,baseline_exp_layout_1,i,0,1.0,1.0,0.0,buggy
781,baseline_exp_layout_1,i,1,0.8991151258680555,0.926540232738632,960.405265842014,buggy
782,baseline_exp_layout_1,i,2,0.89171630859375,0.920268230567206,990.4583715820312,buggy
783,baseline_exp_layout_1,i,3,0.8874099392361111,0.9169783082438678,1145.928606499566,buggy
784,baseline_exp_layout_1,i,4,0.8865836588541667,0.91621281361096,1053.2072810872396,buggy
785,baseline_exp_layout_1,i,5,0.8845049370659722,0.9151275450775698,1141.088110894097,buggy
786,baseline_exp_layout_1,i,6,0.8792884657118055,0.911126300846338,1151.103482530382,buggy
787,baseline_exp_layout_1,i,7,0.8810175238715278,0.9087693533869116,1198.897227376302,buggy
788,baseline_exp_layout_1,i,8,0.8826030815972222,0.9118388018953052,1086.772774251302,buggy
789,baseline_exp_layout_1,i,9,0.7597612847222223,0.8854091783398881,1200.9273006184897,buggy
790,baseline_exp_layout_1,j,0,1.0,1.0,0.0,buggy
791,baseline_exp_layout_1,j,1,0.8660392252604167,0.913919638536798,1027.059960123698,buggy
792,baseline_exp_layout_1,j,2,0.8604885525173611,0.9073318389654164,1120.5864835611978,buggy
793,baseline_exp_layout_1,j,3,0.8647252061631945,0.9092567915150854,1119.162014702691,buggy
794,baseline_exp_layout_1,j,4,0.8503450520833333,0.9006258701150148,1124.886153157552,buggy
795,baseline_exp_layout_1,j,5,0.8561507161458334,0.9022710784191472,1198.112806260851,buggy
796,baseline_exp_layout_1,j,6,0.8584662543402778,0.904600132766918,1104.9673155381945,buggy
797,baseline_exp_layout_1,j,7,0.8595247395833333,0.9032194741407046,1159.9099126519095,buggy
798,baseline_exp_layout_1,j,8,0.8577796766493055,0.902731556331045,1027.0973057725694,buggy
799,baseline_exp_layout_1,j,9,0.7432638888888888,0.8877094741263636,1177.144114312066,buggy
800,baseline_exp_layout_2,a,0,1.0,1.0,0.0,buggy
801,baseline_exp_layout_2,a,1,0.9600558810763888,0.975426950537745,164.35003526475694,buggy
802,baseline_exp_layout_2,a,2,0.9476353624131943,0.965302140590796,239.5437377929688,buggy
803,baseline_exp_layout_2,a,3,0.9376185438368057,0.957763896199114,350.2390494791667,buggy
804,baseline_exp_layout_2,a,4,0.9501801215277778,0.9659352305196172,236.69922661675344,buggy
805,baseline_exp_layout_2,a,5,0.9403738064236112,0.9592669965144804,344.1696785481771,buggy
806,baseline_exp_layout_2,a,6,0.9191148546006944,0.9425760094439848,498.0199015299479,buggy
807,baseline_exp_layout_2,a,7,0.9331279839409722,0.951419635147736,395.6740443250868,buggy
808,baseline_exp_layout_2,a,8,0.9331976996527778,0.9515155483814812,377.5413677300347,buggy
809,baseline_exp_layout_2,a,9,0.8128081597222222,0.930569817957413,555.6519479709201,buggy
810,baseline_exp_layout_2,b,0,1.0,1.0,0.0,buggy
811,baseline_exp_layout_2,b,1,0.9545185004340278,0.971273831620528,210.80340494791668,buggy
812,baseline_exp_layout_2,b,2,0.9467860243055556,0.9656362115013922,261.0368929036458,buggy
813,baseline_exp_layout_2,b,3,0.9315139431423612,0.9524909551119471,433.5092746310764,buggy
814,baseline_exp_layout_2,b,4,0.9334510633680556,0.9547434069532804,381.2367244466146,buggy
815,baseline_exp_layout_2,b,5,0.9263186306423612,0.9493515972447508,502.4584437391493,buggy
816,baseline_exp_layout_2,b,6,0.9274281141493056,0.9494262149846884,483.1173882378472,buggy
817,baseline_exp_layout_2,b,7,0.93645751953125,0.9547453272987114,410.93513970269095,buggy
818,baseline_exp_layout_2,b,8,0.9249310980902776,0.946155796306279,544.9573923068576,buggy
819,baseline_exp_layout_2,b,9,0.8958243815104167,0.943229284861046,359.2497238498264,buggy
820,baseline_exp_layout_2,c,0,1.0,1.0,0.0,buggy
821,baseline_exp_layout_2,c,1,0.9543050130208334,0.9693770872289742,253.6545564778646,buggy
822,baseline_exp_layout_2,c,2,0.9472108289930556,0.9641845808971546,346.7018378363715,buggy
823,baseline_exp_layout_2,c,3,0.9439588758680556,0.9613791685860984,370.1238140190972,buggy
824,baseline_exp_layout_2,c,4,0.94133544921875,0.958369490827026,391.5933859592014,buggy
825,baseline_exp_layout_2,c,5,0.9377449544270834,0.9553365755908252,494.48401909722224,buggy
826,baseline_exp_layout_2,c,6,0.9308791775173612,0.9502028798764066,543.7169799804688,buggy
827,baseline_exp_layout_2,c,7,0.9362155490451388,0.952030982090212,511.79516493055553,buggy
828,baseline_exp_layout_2,c,8,0.9243134223090278,0.9443558143462732,582.700221625434,buggy
829,baseline_exp_layout_2,c,9,0.8276437717013889,0.9389558047238048,375.5189827473959,buggy
830,baseline_exp_layout_2,d,0,1.0,1.0,0.0,buggy
831,baseline_exp_layout_2,d,1,0.96732421875,0.978823834857651,160.91589138454862,buggy
832,baseline_exp_layout_2,d,2,0.95681884765625,0.9701158898251157,287.4121657986111,buggy
833,baseline_exp_layout_2,d,3,0.9446440972222222,0.9614290454529064,346.80381266276044,buggy
834,baseline_exp_layout_2,d,4,0.9439925130208332,0.9603187881524072,393.77156141493055,buggy
835,baseline_exp_layout_2,d,5,0.9419259982638888,0.9582510842790126,439.74652370876737,buggy
836,baseline_exp_layout_2,d,6,0.9325154622395834,0.9504778277378508,519.1961995442708,buggy
837,baseline_exp_layout_2,d,7,0.9361490885416668,0.952338272809149,431.1635565863716,buggy
838,baseline_exp_layout_2,d,8,0.9361333550347222,0.9527543359606504,438.6736661783854,buggy
839,baseline_exp_layout_2,d,9,0.8310411241319444,0.9361043823614336,436.6407538519965,buggy
840,baseline_exp_layout_2,e,0,1.0,1.0,0.0,buggy
841,baseline_exp_layout_2,e,1,0.96732421875,0.978823834857651,160.91589138454862,buggy
842,baseline_exp_layout_2,e,2,0.9478211805555556,0.9643534334693674,302.4676312934028,buggy
843,baseline_exp_layout_2,e,3,0.9503955078125,0.964769794948844,321.5494167751736,buggy
844,baseline_exp_layout_2,e,4,0.9439545355902778,0.9598607967868648,326.5748101128472,buggy
845,baseline_exp_layout_2,e,5,0.9425868055555556,0.9587939699597884,440.6075558810764,buggy
846,baseline_exp_layout_2,e,6,0.9386862521701388,0.9547109020065015,411.4344262695312,buggy
847,baseline_exp_layout_2,e,7,0.9367423502604166,0.9535276061913244,412.94603461371526,buggy
848,baseline_exp_layout_2,e,8,0.9382590060763888,0.9551954199142496,421.80317274305554,buggy
849,baseline_exp_layout_2,e,9,0.8602102322048611,0.9598544886959754,170.84130289713542,buggy
850,baseline_exp_layout_2,f,0,1.0,1.0,0.0,buggy
851,baseline_exp_layout_2,f,1,0.9600558810763888,0.975426950537745,164.35003526475694,buggy
852,baseline_exp_layout_2,f,2,0.9428521050347224,0.9622388243827044,350.5241509331597,buggy
853,baseline_exp_layout_2,f,3,0.9377162000868056,0.9576202780467972,442.8544764539931,buggy
854,baseline_exp_layout_2,f,4,0.9371150716145832,0.9572010173875968,394.19544189453126,buggy
855,baseline_exp_layout_2,f,5,0.9348988172743056,0.9557521435280004,483.5148600260417,buggy
856,baseline_exp_layout_2,f,6,0.9239708116319444,0.9469073743478722,499.5619810655382,buggy
857,baseline_exp_layout_2,f,7,0.9303287760416666,0.9499450724299764,524.430969780816,buggy
858,baseline_exp_layout_2,f,8,0.9241533745659722,0.9449735218984128,509.0883222113715,buggy
859,baseline_exp_layout_2,f,9,0.81782958984375,0.9395976792905736,370.9481431749132,buggy
860,baseline_exp_layout_2,g,0,1.0,1.0,0.0,buggy
861,baseline_exp_layout_2,g,1,0.9834781901041668,0.982419787209126,158.3552956814236,buggy
862,baseline_exp_layout_2,g,2,0.97166748046875,0.9735215235006064,230.4106754557292,buggy
863,baseline_exp_layout_2,g,3,0.9627948676215278,0.966505597948526,412.0002330186632,buggy
864,baseline_exp_layout_2,g,4,0.9665318467881944,0.96918021184366,290.8837038845486,buggy
865,baseline_exp_layout_2,g,5,0.9623746744791668,0.967422945114224,392.015234375,buggy
866,baseline_exp_layout_2,g,6,0.9493204752604166,0.9573894521661586,447.1034475368924,buggy
867,baseline_exp_layout_2,g,7,0.9611707899305556,0.9630621483474688,393.5994222005209,buggy
868,baseline_exp_layout_2,g,8,0.9526356336805556,0.9581573425383796,407.1101589626736,buggy
869,baseline_exp_layout_2,g,9,0.8357693142361111,0.9363717782719956,508.198853624132,buggy
870,baseline_exp_layout_2,h,0,1.0,1.0,0.0,buggy
871,baseline_exp_layout_2,h,1,0.9777970377604168,0.9776130592515744,229.72367160373264,buggy
872,baseline_exp_layout_2,h,2,0.9665370008680556,0.9700918953993832,281.2939252387153,buggy
873,baseline_exp_layout_2,h,3,0.9609168836805556,0.9656346146217484,448.5142678493924,buggy
874,baseline_exp_layout_2,h,4,0.9609459092881945,0.9650892019924676,320.3012535264757,buggy
875,baseline_exp_layout_2,h,5,0.9596763780381944,0.9645829512761968,364.5083322482639,buggy
876,baseline_exp_layout_2,h,6,0.9518126085069444,0.9582550996137053,462.0220822482639,buggy
877,baseline_exp_layout_2,h,7,0.9587445746527776,0.961959611350926,357.84660074869794,buggy
878,baseline_exp_layout_2,h,8,0.9461783854166668,0.9522390403436024,562.2925434027778,buggy
879,baseline_exp_layout_2,h,9,0.8382177734375,0.9393204665951408,411.987789984809,buggy
880,baseline_exp_layout_2,i,0,1.0,1.0,0.0,buggy
881,baseline_exp_layout_2,i,1,0.9600558810763888,0.975426950537745,164.35003526475694,buggy
882,baseline_exp_layout_2,i,2,0.9365022786458334,0.9579757842381784,348.0648003472222,buggy
883,baseline_exp_layout_2,i,3,0.9384578450520832,0.9581163932813952,454.9312445746528,buggy
884,baseline_exp_layout_2,i,4,0.9531201171875,0.9737932783954488,159.46387803819445,buggy
885,baseline_exp_layout_2,i,5,0.93850830078125,0.9599289709834148,326.609580078125,buggy
886,baseline_exp_layout_2,i,6,0.9274761284722224,0.9503984733915876,414.3834575737847,buggy
887,baseline_exp_layout_2,i,7,0.9313262261284724,0.9508847279624522,462.1106759982639,buggy
888,baseline_exp_layout_2,i,8,0.9311439344618055,0.9485707686580264,411.9279047309028,buggy
889,baseline_exp_layout_2,i,9,0.8127300347222223,0.9379168962963154,425.4492046440972,buggy
890,baseline_exp_layout_2,j,0,1.0,1.0,0.0,buggy
891,baseline_exp_layout_2,j,1,0.9580343967013888,0.9723485210868664,233.02476996527776,buggy
892,baseline_exp_layout_2,j,2,0.9488080512152778,0.9652428513753332,303.5177907986111,buggy
893,baseline_exp_layout_2,j,3,0.9446340603298612,0.9607272442379576,353.3756917317708,buggy
894,baseline_exp_layout_2,j,4,0.9428111436631944,0.9600723461578092,314.61056179470484,buggy
895,baseline_exp_layout_2,j,5,0.9415852864583332,0.9592882807835617,449.6467751736111,buggy
896,baseline_exp_layout_2,j,6,0.9315839301215276,0.9505663632897712,530.2648326280382,buggy
897,baseline_exp_layout_2,j,7,0.9446142578125,0.959789603130064,397.896337890625,buggy
898,baseline_exp_layout_2,j,8,0.9473206922743056,0.96027776580455,327.3735045030382,buggy
899,baseline_exp_layout_2,j,9,0.8214442274305556,0.9349125127666014,441.4984168836805,buggy
900,baseline_exp_layout_3,a,0,1.0,1.0,0.0,buggy
901,baseline_exp_layout_3,a,1,0.7642692057291667,0.9615056557176426,271.7731374782986,buggy
902,baseline_exp_layout_3,a,2,0.7511623806423611,0.9522138361334131,353.8656266276042,buggy
903,baseline_exp_layout_3,a,3,0.7558656141493055,0.9498592947962928,485.0168177625868,buggy
904,baseline_exp_layout_3,a,4,0.7549755859375,0.9465391301771764,549.1250046115451,buggy
905,baseline_exp_layout_3,a,5,0.7501798502604167,0.9523378308649544,386.976640625,buggy
906,baseline_exp_layout_3,a,6,0.7471603732638888,0.9492032788645334,429.05579427083336,buggy
907,baseline_exp_layout_3,a,7,0.7501646592881944,0.946067384130337,486.2449715169271,buggy
908,baseline_exp_layout_3,a,8,0.7387437608506945,0.9364356335547432,593.7886585828993,buggy
909,baseline_exp_layout_3,a,9,0.74423828125,0.949427040118544,323.2487782118056,buggy
910,baseline_exp_layout_3,b,0,1.0,1.0,0.0,buggy
911,baseline_exp_layout_3,b,1,0.7927533637152778,0.9800341007285042,186.131790093316,buggy
912,baseline_exp_layout_3,b,2,0.7618250868055556,0.9580263334726544,333.9443679470486,buggy
913,baseline_exp_layout_3,b,3,0.7614249674479167,0.9548901509044976,433.84287624782985,buggy
914,baseline_exp_layout_3,b,4,0.7579866536458333,0.953752822071311,361.0562169053819,buggy
915,baseline_exp_layout_3,b,5,0.7561688910590277,0.9538005210436762,385.3789586046007,buggy
916,baseline_exp_layout_3,b,6,0.7457657877604167,0.944047270786263,520.5029730902778,buggy
917,baseline_exp_layout_3,b,7,0.7564564344618055,0.9508393164544005,454.286510687934,buggy
918,baseline_exp_layout_3,b,8,0.75287353515625,0.939432734595604,659.0223809136285,buggy
919,baseline_exp_layout_3,b,9,0.7281195746527778,0.9574961874382164,207.23785942925343,buggy
920,baseline_exp_layout_3,c,0,1.0,1.0,0.0,buggy
921,baseline_exp_layout_3,c,1,0.7828689236111112,0.979742541238758,95.69112603081597,buggy
922,baseline_exp_layout_3,c,2,0.7566975911458333,0.9565462064419034,318.800146484375,buggy
923,baseline_exp_layout_3,c,3,0.7510373263888889,0.9490756233321676,428.9573543294271,buggy
924,baseline_exp_layout_3,c,4,0.7487342664930555,0.9509106518802588,369.3240180121528,buggy
925,baseline_exp_layout_3,c,5,0.7402788628472222,0.9417805431303254,524.8407215711806,buggy
926,baseline_exp_layout_3,c,6,0.737392578125,0.9405484813589684,505.9258588324653,buggy
927,baseline_exp_layout_3,c,7,0.7441436089409722,0.9449967335628018,475.8954855685764,buggy
928,baseline_exp_layout_3,c,8,0.7343543836805555,0.9364542174500234,543.0918332248264,buggy
929,baseline_exp_layout_3,c,9,0.7115410698784722,0.9408777556731228,375.8893709309896,buggy
930,baseline_exp_layout_3,d,0,1.0,1.0,0.0,buggy
931,baseline_exp_layout_3,d,1,0.7865030924479167,0.982698614691976,78.56243733723959,buggy
932,baseline_exp_layout_3,d,2,0.7603331163194444,0.9551506972278704,389.72943603515625,buggy
933,baseline_exp_layout_3,d,3,0.758203125,0.9519003349681912,475.26308783637154,buggy
934,baseline_exp_layout_3,d,4,0.7543394639756944,0.9510950470256032,436.0423160807292,buggy
935,baseline_exp_layout_3,d,5,0.7547032335069445,0.951181021617258,476.2400496419271,buggy
936,baseline_exp_layout_3,d,6,0.735380859375,0.9393333337044876,540.4219921875,buggy
937,baseline_exp_layout_3,d,7,0.7422403971354167,0.9431722820306084,500.24550455729167,buggy
938,baseline_exp_layout_3,d,8,0.7434689670138889,0.9395913652974286,567.6510815429688,buggy
939,baseline_exp_layout_3,d,9,0.7367597113715277,0.9436315932684048,357.5862478298611,buggy
940,baseline_exp_layout_3,e,0,1.0,1.0,0.0,buggy
941,baseline_exp_layout_3,e,1,0.79275390625,0.9844256746585932,80.11781982421876,buggy
942,baseline_exp_layout_3,e,2,0.7632047526041666,0.9581935134544178,360.16888563368053,buggy
943,baseline_exp_layout_3,e,3,0.7671308051215278,0.958454814260785,397.36890625,buggy
944,baseline_exp_layout_3,e,4,0.7547414822048611,0.9516458322790812,398.550104437934,buggy
945,baseline_exp_layout_3,e,5,0.7578803168402778,0.9489519495836214,531.5631320529513,buggy
946,baseline_exp_layout_3,e,6,0.7512038845486111,0.943513092546936,570.0782221137152,buggy
947,baseline_exp_layout_3,e,7,0.7543150499131944,0.9440849607451588,573.5387708875868,buggy
948,baseline_exp_layout_3,e,8,0.7459328884548612,0.943415944453155,503.8134101019965,buggy
949,baseline_exp_layout_3,e,9,0.7110354275173612,0.9383618285154096,394.1718221028646,buggy
950,baseline_exp_layout_3,f,0,1.0,1.0,0.0,buggy
951,baseline_exp_layout_3,f,1,0.7574099392361111,0.9569912878783235,291.5265388997396,buggy
952,baseline_exp_layout_3,f,2,0.7541587999131945,0.9524699135951852,361.65377902560766,buggy
